problem_id,generator_llm,language,label,judge_llm,approach,judgment,succeed,description,updated_at
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,equivalent,openai/gpt-5.4-mini,reference_based,incomplete,no,"The candidate is executable and matches the reference on the population count and the 5x women-to-men ratio. However, it incorrectly encodes the corn total as 6*men + 4*women + children == 200 instead of 6*men + 4*women + 1*children == 200, so it misses valid solutions.",2026-06-25T00:44:36
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,equivalent,openai/gpt-5.4-mini,reference_free,equivalent,yes,"The CPMpy model correctly encodes the three equations: total people, total corn (scaled by 2 to avoid fractions), and women being five times men. The variables and solve/print flow are executable and match the intended problem.",2026-06-25T00:38:48
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,equivalent,qwen/qwen3-32b,reference_based,equivalent,yes,"The candidate's constraints are algebraically equivalent to the reference model. All three constraints match in meaning and logical implications, ensuring the same solution space. Therefore, the candidate is semantically equivalent to the intended model.",2026-06-25T00:46:19
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,equivalent,qwen/qwen3-32b,reference_free,equivalent,yes,"The model correctly transforms the original constraints into integer equations. The equations men + women + children = 100, 6men +4women + children = 200 (scaled version of 3men + 2women + 0.5children = 100), and women = 5men are all accurately represented. This captures both the total people and bushel distribution requirements.",2026-06-25T00:40:47
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,equivalent,z-ai/glm-5.2,reference_based,equivalent,yes,"The candidate uses the exact same constraints as the reference model, just written in a slightly different order and with operands swapped for multiplication (commutative). Semantically equivalent.",2026-06-25T00:47:20
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,equivalent,z-ai/glm-5.2,reference_free,equivalent,yes,"The candidate model correctly formulates the problem constraints: total people equals 100, total bushels (scaled by 2 to avoid fractions) equals 200, and women equals 5 times men. The variable bounds are appropriate and the model uniquely finds the expected solution, making it semantically equivalent.",2026-06-25T00:42:33
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,anthropic/claude-sonnet-4.6,reference_based,incomplete,yes,"The candidate adds an extra constraint `children <= 40` that is violated by the unique valid solution (children=70) of the reference model. This causes the candidate to be unsatisfiable, missing the only valid solution.",2026-06-25T00:45:58
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,anthropic/claude-sonnet-4.6,reference_free,incomplete,yes,"The candidate correctly encodes the three main constraints but adds an extraneous `children <= 40` constraint. The unique valid solution has children=70, which violates this extra constraint, causing the model to miss the only valid solution.",2026-06-25T00:40:20
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,deepseek/deepseek-v4-flash,reference_based,incomplete,yes,"The candidate model includes an extra constraint (children <= 40) that excludes the unique valid solution (men=5, women=25, children=70), making it miss valid solutions but not allow any invalid ones.",2026-06-25T00:50:05
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,deepseek/deepseek-v4-flash,reference_free,incomplete,yes,"The candidate adds an artificial constraint children <= 40 that excludes the unique correct solution (men=5, women=25, children=70). The intended model has no such bound, so the candidate misses valid solutions.",2026-06-25T00:44:16
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,google/gemini-3.5-flash,reference_based,incomplete,yes,"The candidate model includes an incorrect constraint `children <= 40`. The unique solution to this problem requires 70 children, which is excluded by this constraint, making the model incomplete as it misses the only valid solution.",2026-06-25T00:49:38
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,google/gemini-3.5-flash,reference_free,incomplete,yes,"The unique valid solution to the problem is men=5, women=25, children=70. By including the constraint 'children <= 40', the candidate model excludes this correct solution, making it incomplete.",2026-06-25T00:43:35
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,meta-llama/llama-4-scout,reference_based,equivalent,no,"## Step 1: Understand the reference model's constraints and the solution space it encodes.
The reference model encodes the problem with the following constraints:
1. \( \text{men} + \text{women} + \text{children} = 100 \)
2. \( 3\text{men} + 2\text{women} + 0.5\text{children} = 100 \) or equivalentl",2026-06-25T00:45:21
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,meta-llama/llama-4-scout,reference_free,equivalent,no,The candidate model accurately reflects the problem semantics and provides a correct solution that matches the intended semantics without allowing invalid solutions or missing valid ones.,2026-06-25T00:39:30
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,mistralai/codestral-2508,reference_based,unsound,no,"The candidate adds an unnecessary constraint (children <= 40) that restricts valid solutions without justification, allowing only a subset of correct solutions.",2026-06-25T00:44:53
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,mistralai/codestral-2508,reference_free,equivalent,no,"The candidate correctly models all constraints from the problem description and produces valid solutions. The only minor difference is the added children <= 40 constraint, which doesn't affect correctness since the problem doesn't specify a maximum number of children.",2026-06-25T00:39:07
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,openai/gpt-4o-mini,reference_based,unsound-incomplete,no,"The candidate model allows for a condition (children <= 40) that introduces false positives (invalid solutions), while also missing valid combinations of men, women, and children due to this restrictive condition, leading to false negatives.",2026-06-25T00:44:44
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,openai/gpt-4o-mini,reference_free,unsound-incomplete,no,"The candidate model allows for invalid solutions due to the constraints not accurately reflecting the problem's requirements, especially concerning the limits on children. It also misses valid solutions since it does not account for all combinations of men, women, and children that can satisfy the given totals.",2026-06-25T00:39:00
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,openai/gpt-5.4-mini,reference_based,equivalent,no,"The extra constraint `children <= 40` is redundant under the reference model: from the two equations and `women = 5*men`, the unique solution is men=4, women=20, children=76, which already satisfies it. Thus the candidate has the same solution set and is executable.",2026-06-25T00:44:38
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,openai/gpt-5.4-mini,reference_free,equivalent,no,"The constraints exactly encode the puzzle: total people, total bushels (scaled by 2), and five times as many women as men. The extra bound on children is harmless and the model is executable.",2026-06-25T00:38:50
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,qwen/qwen3-32b,reference_based,incomplete,yes,"The candidate model adds an unnecessary constraint 'children <= 40' which excludes the valid reference solution (children = 70). This makes it impossible for the model to find the correct answer, leading to false negatives. The model is otherwise semantically correct except for this restrictive constraint.",2026-06-25T00:46:46
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,qwen/qwen3-32b,reference_free,incomplete,yes,"The candidate introduces an artificial constraint 'children <= 40' which is not present in the original problem. The valid solution (men=5, women=25, children=70) is ruled out by this constraint, making the model incapable of finding the correct answer. All other constraints are mathematically equivalent to the problem's requirements after scaling bushels to eliminate fractions.",2026-06-25T00:41:47
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,z-ai/glm-5.2,reference_based,incomplete,yes,"The candidate adds an extra constraint `children <= 40`. The unique valid solution to the base equations is men=5, women=25, children=70. Since 70 > 40, this extra constraint incorrectly rejects the valid solution, resulting in a false negative (no solutions found).",2026-06-25T00:48:22
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,incomplete,z-ai/glm-5.2,reference_free,incomplete,yes,"The core constraints are correct, but the extra constraint children <= 40 excludes the valid solution (men=5, women=25, children=70). This causes false negatives without allowing invalid solutions.",2026-06-25T00:43:02
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,anthropic/claude-sonnet-4.6,reference_based,non-executable,yes,"The candidate calls `model.solve_model()` which is not a valid CPMpy API method (the correct method is `model.solve()`), causing an AttributeError at runtime. Additionally, using a float coefficient (0.5) with integer variables may cause issues in CPMpy, but the primary fatal error is the invalid method name.",2026-06-25T00:46:15
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,anthropic/claude-sonnet-4.6,reference_free,non-executable,yes,"The candidate calls `model.solve_model()` which is not a valid CPMpy API method; the correct method is `model.solve()`. This will raise an AttributeError at runtime, making the model non-executable.",2026-06-25T00:40:45
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,deepseek/deepseek-v4-flash,reference_based,non-executable,yes,"The candidate uses 'model.solve_model()' which is not a valid CPMPy method; the correct method is 'model.solve()', causing a runtime error.",2026-06-25T00:50:28
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,deepseek/deepseek-v4-flash,reference_free,non-executable,yes,"The candidate uses a float coefficient (0.5) with an integer variable, which is not supported; also calls solve_model() instead of solve(), causing a runtime error.",2026-06-25T00:44:35
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,google/gemini-3.5-flash,reference_based,non-executable,yes,"The candidate uses the non-existent method `solve_model()` on the CPMpy `Model` object, which will raise an AttributeError upon execution.",2026-06-25T00:49:46
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,google/gemini-3.5-flash,reference_free,non-executable,yes,"The candidate uses `model.solve_model()`, which is not a valid method in CPMpy (the correct method is `model.solve()`), leading to an AttributeError. Furthermore, multiplying an integer variable by a float (`0.5 * children`) is not supported by standard CPMpy integer solvers.",2026-06-25T00:43:46
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,meta-llama/llama-4-scout,reference_based,equivalent,no,The candidate model encodes the problem correctly and produces the same solution as the reference model.,2026-06-25T00:45:41
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,meta-llama/llama-4-scout,reference_free,equivalent,no,"The model accurately represents the problem with correct constraints, ensuring it finds the right solution without allowing invalid ones or missing valid solutions.",2026-06-25T00:39:46
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,mistralai/codestral-2508,reference_based,equivalent,no,"The candidate model correctly encodes the same constraints as the reference model, including the correct distribution of bushels and the relationship between men and women.",2026-06-25T00:44:56
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,mistralai/codestral-2508,reference_free,equivalent,no,The candidate correctly models all constraints from the problem description and produces valid solutions. The integer variables and constraints match the problem's requirements exactly.,2026-06-25T00:39:10
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,openai/gpt-4o-mini,reference_based,unsound-incomplete,no,"The candidate model allows solutions that do not satisfy the total bushels constraint, allowing false positives (unsoundness). It also fails to capture all valid distributions of bushels, missing some valid solutions (incompleteness).",2026-06-25T00:44:48
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,openai/gpt-4o-mini,reference_free,unsound-incomplete,no,"The model contains both false positives and false negatives. It doesn't correctly handle the constraints leading to possible invalid distributions of bushels among men, women, and children, while also failing to explore all valid combinations.",2026-06-25T00:39:02
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,openai/gpt-5.4-mini,reference_based,non-executable,yes,"The candidate uses `model.solve_model()`, which is not the standard CPMpy API used in the reference and will not execute as written. The rest of the constraints are otherwise aligned with the problem, but execution fails first.",2026-06-25T00:44:40
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,openai/gpt-5.4-mini,reference_free,equivalent,no,"The CPMpy model matches the intended equations exactly: total people, total bushels, and women being five times men. It is executable and prints the three counts from the solved model.",2026-06-25T00:38:55
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,qwen/qwen3-32b,reference_based,equivalent,no,"The candidate model reformulates the bushel constraint as 3*men + 2*women + 0.5*children == 100 (equivalent to scaling by 2 to match reference's 6m+4w+c=200), and correctly encodes women == 5*men. All constraints correspond semantically to the reference's requirements.",2026-06-25T00:47:17
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,qwen/qwen3-32b,reference_free,equivalent,no,"The model correctly encodes all three constraints: total people, total bushels, and women=5×men. It accurately computes the unique solution (5 men, 25 women, 70 children) without introducing false positives or missing valid solutions.",2026-06-25T00:42:04
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,z-ai/glm-5.2,reference_based,non-executable,yes,"The candidate uses `model.solve_model()` which is not a standard CPMpy method (the correct method is `model.solve()`), leading to an AttributeError at runtime. Additionally, mixing floating point coefficients (0.5) directly with integer variables in CPMpy constraints is typically unsupported and can cause runtime errors.",2026-06-25T00:49:26
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,non-executable,z-ai/glm-5.2,reference_free,non-executable,yes,"The model uses a float coefficient (`0.5 * children`) in a linear constraint, which is not supported by the default integer constraint solvers in CPMpy (like OR-Tools CP-SAT) and will raise a runtime error during solving.",2026-06-25T00:43:20
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,anthropic/claude-sonnet-4.6,reference_based,unsound,yes,"The candidate replaces the equality constraint `men * 6 + women * 4 + children == 200` with `>= 200`, allowing solutions where more than 100 bushels are distributed. This admits invalid solutions not permitted by the reference model, making the candidate unsound.",2026-06-25T00:45:49
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,anthropic/claude-sonnet-4.6,reference_free,unsound,yes,"The bushel equation (multiplied by 2) should be `6*men + 4*women + children == 200`, but the candidate uses `>= 200`, allowing solutions that distribute more than 100 bushels. For example, men=10, women=50, children=40 satisfies all candidate constraints but violates the actual problem (150 bushels ≠ 100).",2026-06-25T00:40:09
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,deepseek/deepseek-v4-flash,reference_based,unsound,yes,"The candidate relaxes the equality constraint to an inequality, allowing solutions where the total bushels exceed 100, which are invalid according to the problem. It does not exclude any valid solutions, so it is unsound but not incomplete.",2026-06-25T00:49:55
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,deepseek/deepseek-v4-flash,reference_free,unsound,yes,"The candidate uses an inequality (>=) for the bushel constraint instead of equality, allowing invalid solutions with more than 100 bushels. It does not exclude valid solutions, so it introduces false positives without false negatives.",2026-06-25T00:43:57
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,google/gemini-3.5-flash,reference_based,unsound,yes,"The candidate relaxed the exact corn equation from 'men * 6 + women * 4 + children == 200' to '>= 200'. This allows invalid solutions where more bushels are distributed than the specified 100, such as men=6, women=30, children=64 (totaling 110 bushels).",2026-06-25T00:49:33
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,google/gemini-3.5-flash,reference_free,unsound,yes,"The constraint for the total amount of corn distributed is incorrectly written as an inequality `>= 200` instead of an equality `== 200`. This allows invalid solutions (false positives) where more than 100 bushels are distributed, such as having 10 men, 50 women, and 40 children.",2026-06-25T00:43:31
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,meta-llama/llama-4-scout,reference_based,unsound-incomplete,no,"candidate model, let's first understand model's constraints and the solution space it encodes. The reference model is givenpython
from cpmpyimport json

men = intvar(0, 100, name=""women = intvar(0,, name=""women"")
childrenvar(0, 100,children = Model([
    women + children == 100    men * 6 + women + ",2026-06-25T00:45:08
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,meta-llama/llama-4-scout,reference_free,unsound-incomplete,no,"The candidate model has an incorrect constraint representing the distribution of bushels, leading to potential false positives and false negatives.",2026-06-25T00:39:18
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,mistralai/codestral-2508,reference_based,unsound,yes,"The candidate changes the equality constraint to an inequality (>=), allowing solutions where the total bushels exceed 200, which violates the reference model's requirement.",2026-06-25T00:44:51
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,mistralai/codestral-2508,reference_free,unsound-incomplete,no,"The model allows invalid solutions (e.g., men=0) and misses valid solutions (e.g., men=10, women=50, children=40). The second constraint is too loose and doesn't properly account for the corn distribution.",2026-06-25T00:39:06
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,openai/gpt-4o-mini,reference_based,unsound-incomplete,no,"The candidate model allows for solutions where the total bushel count can exceed 200 due to the 'greater than or equal to' constraint, which could include invalid distributions (false positives). Additionally, it fails to capture some valid distributions that meet exactly 200 bushels (false negatives) because it is too permissive.",2026-06-25T00:44:42
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,openai/gpt-4o-mini,reference_free,unsound-incomplete,no,"The model allows for solutions that violate the distribution rules (false positives) by incorrectly interpreting the relationships among men, women, and children. Additionally, it could miss valid solutions by not adequately restricting variables, leading to both false positives and negatives.",2026-06-25T00:38:58
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,openai/gpt-5.4-mini,reference_based,unsound,yes,"The candidate is executable, but it weakens the bushel-total constraint from equality to "">="", allowing invalid assignments that the reference rejects. It does not miss any reference solutions beyond that relaxation, so the issue is false positives only.",2026-06-25T00:44:37
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,openai/gpt-5.4-mini,reference_free,equivalent,no,"The model encodes the system men+women+children=100, 3men+2women+0.5children=100 via multiplication by 2, and women=5men. This uniquely matches the intended solution and is executable in CPMpy.",2026-06-25T00:38:49
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,qwen/qwen3-32b,reference_based,unsound,yes,"The candidate changes the bushel constraint from equality to >= 200, allowing solutions with excess bushels (e.g., 200 bushels required but 250 used). This introduces false positives that violate the problem's exact distribution requirements while still accepting the correct solution.",2026-06-25T00:46:30
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,qwen/qwen3-32b,reference_free,unsound,yes,"The constraint for corn distribution is incorrectly modeled as an inequality (>= 200) instead of the correct equality (== 200). This allows invalid solutions where the scaled total bushels exceed 200 (i.e., actual total corn > 100). The constraint on women being five times men is correctly implemented.",2026-06-25T00:40:55
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,z-ai/glm-5.2,reference_based,unsound,yes,"The candidate uses `>= 200` instead of `== 200` for the bushel constraint, which relaxes the problem and allows invalid solutions (false positives).",2026-06-25T00:48:09
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound,z-ai/glm-5.2,reference_free,unsound,yes,"The bushels constraint is modeled as `men * 6 + women * 4 + children >= 200` instead of `== 200`, which allows distributions where the total bushels exceed 100, leading to false positives.",2026-06-25T00:42:47
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,anthropic/claude-sonnet-4.6,reference_based,unsound-incomplete,yes,"The candidate changes the exact bushels constraint to a loose inequality (≤201 instead of =200) allowing invalid solutions, and replaces women=5×men with women≤4×men which incorrectly rejects the true solution (40≤32 is false) while potentially admitting spurious ones. This creates both false positives and false negatives.",2026-06-25T00:46:08
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,anthropic/claude-sonnet-4.6,reference_free,unsound-incomplete,yes,"Constraint 2 uses `<= 201` instead of `== 200` (should be 6·men + 4·women + children = 200 from multiplying the bushel equation by 2), and constraint 3 uses `women <= 4*men` instead of `women == 5*men`. The relaxed inequality for women excludes the correct solution (men=5, women=25 violates women ≤ 4·5=20), causing false negatives, while both inequality constraints together allow many invalid solutions, causing false positives.",2026-06-25T00:40:35
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,deepseek/deepseek-v4-flash,reference_based,unsound-incomplete,yes,"The candidate allows solutions that violate the reference's exact bushel count and women-to-men ratio (false positives) while also excluding the unique reference solution because women must equal 5 times men, not be less than or equal (false negative).",2026-06-25T00:50:19
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,deepseek/deepseek-v4-flash,reference_free,unsound-incomplete,yes,"The candidate's constraints differ from the intended ones: it uses an inequality for bushels and a different ratio for women to men, allowing invalid solutions and excluding the unique correct solution.",2026-06-25T00:44:28
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,google/gemini-3.5-flash,reference_based,unsound-incomplete,yes,The candidate has incorrect constraints: it relaxes the exact bushel count equality to an inequality (<= 201) and restricts the ratio of women to men to be <= 4 instead of the exact 5. This allows incorrect solutions (unsound) and excludes the correct solution (incomplete).,2026-06-25T00:49:42
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,google/gemini-3.5-flash,reference_free,unsound-incomplete,yes,"The candidate model incorrecty sets the bushel constraint to unsafe inequality `<201` instead of `== 200` (after multiplying by 2), and uses `women <= 4 * men` instead of `women == 5 * men`. This allows incorrect solutions (unsound) and excludes the true unique solution of (5, 25, 70), making it incomplete.",2026-06-25T00:43:41
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,meta-llama/llama-4-scout,reference_based,unsound,no,"The candidate model is unsound because it has less strict constraints than the reference model, potentially allowing invalid solutions.",2026-06-25T00:45:27
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,meta-llama/llama-4-scout,reference_free,unsound-incomplete,yes,"The model incorrectly models the distribution of bushels and the relationship between the number of women and men, leading to both false positives and false negatives.",2026-06-25T00:39:39
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,mistralai/codestral-2508,reference_based,unsound-incomplete,yes,"The candidate allows invalid solutions (unsound) due to the relaxed constraints, and misses valid solutions (incomplete) because it doesn't enforce the exact bushel distribution.",2026-06-25T00:44:54
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,mistralai/codestral-2508,reference_free,unsound-incomplete,yes,"The candidate allows invalid solutions (e.g., men=0, women=0, children=100) and misses valid solutions (e.g., men=10, women=50, children=40) due to incomplete constraints.",2026-06-25T00:39:09
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,openai/gpt-4o-mini,reference_based,unsound-incomplete,yes,"The candidate allows for solutions that exceed the 200 bushels limit (false positives) and does not correctly enforce the constraints leading to valid solutions (false negatives). Specifically, the candidate's condition on total bushels is incorrect and the relationship between men and women does not align with the reference model.",2026-06-25T00:44:46
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,openai/gpt-4o-mini,reference_free,unsound-incomplete,yes,"The candidate allows invalid distributions (false positives) due to an incorrect inequality for corn distribution (should equal 100, not less than 201), and fails to capture all valid distributions (false negatives) due to not constraining the number of children correctly.",2026-06-25T00:39:01
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,openai/gpt-5.4-mini,reference_based,unsound-incomplete,yes,"The candidate is executable CPMpy code, but it weakens two equalities into inequalities. This allows invalid distributions and also excludes the reference solution set, so it is both unsound and incomplete.",2026-06-25T00:44:39
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,openai/gpt-5.4-mini,reference_free,unsound-incomplete,yes,"The model is executable, but it encodes the corn equation incorrectly and uses an inequality/upper bound that does not match the exact fractional distribution. It can admit invalid assignments and also excludes the unique intended solution.",2026-06-25T00:38:51
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,qwen/qwen3-32b,reference_based,unsound-incomplete,yes,The candidate model allows invalid solutions (bushels up to 201) and excludes the correct solution where women=5×men (due to women ≤4×men). This combines false positives (unsound) and false negatives (incomplete).,2026-06-25T00:47:06
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,qwen/qwen3-32b,reference_free,unsound-incomplete,yes,"The model incorrectly uses a <=201 constraint instead of 3men + 2women + 0.5children = 100 bushels, allowing invalid solutions. The women <=4*men constraint contradicts the required women=5*men ratio, missing valid solutions. Both false positives and false negatives are present.",2026-06-25T00:41:59
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,z-ai/glm-5.2,reference_based,unsound-incomplete,yes,"The constraint `women <= 4* men` rejects the true solution (men=5, women=25), causing false negatives. The relaxed constraints `... <= 201` and `women <= 4 * men` allow invalid solutions like (0, 0, 100), causing false positives.",2026-06-25T00:49:12
abbots_puzzle,openai/gpt-5.4-mini,CPMpy,unsound-incomplete,z-ai/glm-5.2,reference_free,unsound-incomplete,yes,"The bushel constraint is incorrectly modeled as an inequality (<= 201 instead of == 200 after doubling), and the ratio constraint uses women <= 4*men instead of women == 5*men. These inequalities allow invalid solutions (unsound). The actual valid solution (men=5, women=25, children=70) is rejected because 25 <= 4*5 is false, making it incomplete as well.",2026-06-25T00:43:07
abbots_puzzle,openai/gpt-5.4-mini,minizinc,equivalent,anthropic/claude-sonnet-4.6,reference_free,non-executable,no,"In MiniZinc, multiplying an integer variable by 0.5 (a float literal) causes a type error because `children` is declared as `var int` but the expression `0.5 * children` requires a float variable. MiniZinc's type system is strict and does not implicitly coerce integer decision variables to float, so this model will fail to compile/execute. The constraint should be rewritten as `2*men*3 + 2*women*2 + children = 200` (multiplying through by 2) to stay in the integer domain.",2026-06-25T00:42:35
